id1	name1	id2	name2	Contigs_k20	Proteins_k8:all	Proteins_k8:PhenTrnaSyntAlph	Proteins_k8:PolyNucl	Proteins_k8:DnaDireRnaPolyBeta3	Profile_roles.to.use	SSU_k20	ANI_chunk1020.I30,M>35	Genes_k20:all	Taxonomic
66712.6	Propionibacterium freudenreichii subsp. freudenreichii strain 20271T	1744.104	Propionibacterium freudenreichii strain PFRJS25	  0.2793	  0.0874	  0.0000	  0.0355	  0.0000	  0.0101	  0.0315	  0.0092	  0.1640	  0.0000
66712.6	Propionibacterium freudenreichii subsp. freudenreichii strain 20271T	1744.201	Propionibacterium freudenreichii CIRM-BIA 1477	  0.2937	  0.0971	  0.0000	  0.0302	  0.0000	  0.0158	  0.0346	  0.0095	  0.1662	  0.0000
66712.6	Propionibacterium freudenreichii subsp. freudenreichii strain 20271T	1744.28	Propionibacterium freudenreichii strain CIRM-BIA 118	  0.3018	  0.1019	  0.0000	  0.0000	  0.0000	  0.0186	  0.0315	  0.0103	  0.1652	  0.0000
66712.6	Propionibacterium freudenreichii subsp. freudenreichii strain 20271T	1871034.3	Propionimicrobium sp. Marseille-P3275 strain Marseille-P3275	  0.9993	  0.9633	  0.9186	  0.8305	  0.7795	  0.1932	  0.8004	  0.1767	  0.9992	  0.0156
66851.58	Methanobrevibacter oralis strain YH	2173.772	Methanobrevibacter smithii strain C2 CSUR P5816	  0.9909	  0.8416	  0.7856	  0.0000	  0.0000	  0.0750	  0.5520	  0.1743	  0.9812	  0.0078
66851.58	Methanobrevibacter oralis strain YH	387957.3	Methanobrevibacter sp. 87.7 strain 87.7	  0.9962	  0.9400	  0.9275	  0.0000	  0.0000	  0.1022	  0.8410	  0.1985	  0.9933	  0.0078
66851.58	Methanobrevibacter oralis strain YH	66851.10	Methanobrevibacter oralis strain M2 CSUR P5920	  0.1464	  0.0474	  0.0904	  0.0000	  0.0000	  0.0012	  0.2099	  0.0036	  0.0701	  0.0000
66851.58	Methanobrevibacter oralis strain YH	911123.5	Methanobrevibacter smithii TS147A	  0.9908	  0.8426	  0.7943	  0.0000	  0.0000	  0.0922	  0.5216	  0.1766	  0.9802	  0.0078
668570.3	Methanospirillum lacunae strain Ki8-1	1277351.3	Methanospirillum stamsii strain Pt1	  0.9986	  0.9143	  0.8311	  0.0000	  0.0000	  0.1396	  0.6755	  0.1973	  0.9982	  0.0078
668570.3	Methanospirillum lacunae strain Ki8-1	2203.7	Methanospirillum hungatei strain GP1	  0.9985	  0.9105	  0.8342	  0.0000	  0.0000	  0.1504	  0.6331	  0.2005	  0.9985	  0.0078
668570.3	Methanospirillum lacunae strain Ki8-1	323259.15	Methanospirillum hungatei JF-1	  0.9987	  0.9133	  0.8166	  0.0000	  0.0000	  0.1791	  0.6436	  0.2074	  0.9984	  0.0078
668570.3	Methanospirillum lacunae strain Ki8-1	488124.7	Methanofollis ethanolicus strain HASU strain JCM 15103	  0.9997	  0.9689	  0.9246	  0.0000	  0.0000	  0.2002	  0.8674	  0.1982	  0.9997	  0.0313
679901.8	Methanosalsum zhilinae DSM 4017	2177.7	Methanohalophilus halophilus strain DSM 3094	  0.9989	  0.9542	  0.8640	  0.0000	  0.0000	  0.1400	  0.7427	  0.1883	  0.9993	  0.0156
679901.8	Methanosalsum zhilinae DSM 4017	2209.41	Methanosarcina mazei strain 2.F.T.2.6	  0.9995	  0.9664	  0.8914	  0.0000	  0.0000	  0.2031	  0.7780	  0.1827	  0.9998	  0.0156
679901.8	Methanosalsum zhilinae DSM 4017	2209.82	Methanosarcina mazei strain 1.H.A.1A.1	  0.9995	  0.9663	  0.8914	  0.0000	  0.0000	  0.1915	  0.7780	  0.1855	  0.9998	  0.0156
679901.8	Methanosalsum zhilinae DSM 4017	937775.13	Methanoplanus limicola DSM 2279	  0.9998	  0.9923	  0.9310	  0.0000	  0.0000	  0.2962	  0.9167	  0.1983	  0.9999	  0.0625
680646.3	Rothia mucilaginosa DY-18	1715007.3	Rothia sp. HMSC071B01	  0.6252	  0.1925	  0.0426	  0.1492	  0.0405	  0.0102	  0.0620	  0.0428	  0.4995	  0.0078
680646.3	Rothia mucilaginosa DY-18	1739398.3	Rothia sp. HMSC066G02	  0.6519	  0.2044	  0.1224	  0.1948	  0.0405	  0.0128	  0.0695	  0.0475	  0.5406	  0.0078
680646.3	Rothia mucilaginosa DY-18	2047.688	Rothia dentocariosa strain TB22-02	  0.9948	  0.7884	  0.6691	  0.5481	  0.4767	  0.0553	  0.4266	  0.1704	  0.9875	  0.0078
680646.3	Rothia mucilaginosa DY-18	384602.7	Micrococcus flavus DSM 19079	  0.9985	  0.9679	  0.9172	  0.8281	  0.8000	  0.2253	  0.6876	  0.2017	  0.9976	  0.0156
685035.3	Citromicrobium bathyomarinum JL354	1234595.3	alpha proteobacterium JLT2015	  0.9967	  0.9673	  0.9084	  0.8766	  0.7934	  0.1747	  0.7376	  0.1918	  0.9968	  0.0313
685035.3	Citromicrobium bathyomarinum JL354	1628321.3	Citromicrobium sp. JL31	  0.0904	  0.0673	  0.0000	  0.0000	  0.0107	  0.0082	  0.0504	  0.0003	  0.0352	  0.0078
685035.3	Citromicrobium bathyomarinum JL354	266952.11	Qipengyuania gaetbuli strain DP5N21-3	  0.9889	  0.8960	  0.8492	  0.6631	  0.5890	  0.1228	  0.5986	  0.1754	  0.9838	  0.0313
685035.3	Citromicrobium bathyomarinum JL354	2867232.3	Qipengyuania sp. 1NDH10	  0.9932	  0.8966	  0.8601	  0.6059	  0.6046	  0.1166	  0.5668	  0.1833	  0.9874	  0.0313
688867.3	Ohtaekwangia koreensis strain DSM 25262	2026740.39	Flammeovirgaceae bacterium strain HK-STAS-BACT-46	  0.9997	  0.9393	  0.8513	  0.8732	  0.6019	  0.1911	  0.8066	  0.1926	  0.9997	  0.0313
688867.3	Ohtaekwangia koreensis strain DSM 25262	2059302.3	Chryseolinea sp. SDU1-6	  0.9989	  0.8564	  0.7303	  0.6379	  0.4146	  0.0883	  0.6417	  0.2043	  0.9974	  0.0156
688867.3	Ohtaekwangia koreensis strain DSM 25262	2774202.3	Cytophagales bacterium WSM2-2	  0.9995	  0.9233	  0.8394	  0.8105	  0.5582	  0.1494	  0.8080	  0.2058	  0.9991	  0.0313
688867.3	Ohtaekwangia koreensis strain DSM 25262	370973.3	Runella defluvii strain DSM 17976	  0.9999	  0.9741	  0.9047	  0.9129	  0.8116	  0.2017	  0.8646	  0.1914	  0.9998	  0.0313
690850.3	Desulfovibrio africanus str. Walvis Bay	1121439.3	Desulfovibrio alkalitolerans DSM 16529	  0.9967	  0.9596	  0.9094	  0.9208	  0.7865	  0.1539	  0.7890	  0.2079	  0.9942	  0.0156
690850.3	Desulfovibrio africanus str. Walvis Bay	1262666.3	Desulfovibrio africanus PCS	  0.7246	  0.2982	  0.1707	  0.0831	  0.0459	  0.0239	  0.0309	  0.0445	  0.6147	  0.0039
690850.3	Desulfovibrio africanus str. Walvis Bay	182210.3	Pseudodesulfovibrio aespoeensis bin S2.5	  0.9976	  0.9722	  0.8864	  0.9702	  0.8164	  0.1751	  0.8818	  0.2144	  0.9963	  0.0156
690850.3	Desulfovibrio africanus str. Walvis Bay	57320.3	Pseudodesulfovibrio profundus strain 500-1	  0.9995	  0.9733	  0.8971	  0.9613	  0.8026	  0.1779	  0.8851	  0.2248	  0.9993	  0.0156
693023.3	Roseomonas pecuniae strain DSM 25622	1869190.177	Roseomonas sp. M61BS1SP3A23MG	  0.9988	  0.9378	  0.8361	  0.8402	  0.7068	  0.2248	  0.7906	  0.2167	  0.9979	  0.0078
693023.3	Roseomonas pecuniae strain DSM 25622	2013562.3	Siccirubricoccus deserti strain SYSU D8009	  0.9941	  0.9273	  0.8565	  0.7952	  0.6596	  0.2005	  0.6999	  0.1938	  0.9884	  0.0156
693023.3	Roseomonas pecuniae strain DSM 25622	2820812.3	Roseomonas sp. SSH11	  0.9754	  0.7412	  0.5528	  0.5920	  0.2991	  0.1365	  0.4218	  0.1471	  0.9492	  0.0078
693023.3	Roseomonas pecuniae strain DSM 25622	2835040.3	Roseococcus sp. XZZS9	  0.9936	  0.9406	  0.9126	  0.7932	  0.6945	  0.2325	  0.7436	  0.1931	  0.9872	  0.0156
706433.3	Solobacterium moorei F0204	102148.200	Solobacterium moorei strain MGYG-HGUT-00173	  0.4323	  0.1562	  0.0462	  0.0837	  0.0229	  0.0167	  0.0093	  0.0132	  0.2926	  0.0039
706433.3	Solobacterium moorei F0204	2049044.312	Erysipelotrichaceae bacterium UW_TS_BUL1_2	  0.9991	  0.9504	  0.7523	  0.8057	  0.7760	  0.1932	  0.6866	  0.1908	  0.9991	  0.0156
706433.3	Solobacterium moorei F0204	2060878.90	Solobacterium sp. UW_MP_BUL1_1	  0.9990	  0.9450	  0.8385	  0.8145	  0.8120	  0.1974	  0.7481	  0.1929	  0.9980	  0.0078
706433.3	Solobacterium moorei F0204	877415.3	Erysipelotrichaceae bacterium NK3D112	  0.9991	  0.9507	  0.7860	  0.7939	  0.6988	  0.2348	  0.7037	  0.1964	  0.9988	  0.0156
706587.4	Desulfomonile tiedjei DSM 6799	169962.3	uncultured Desulfomonile sp. strain Ja1-D5_bin-038	  0.9996	  0.9460	  0.8645	  0.8189	  0.6917	  0.1755	  0.7440	  0.2117	  0.9997	  0.0078
706587.4	Desulfomonile tiedjei DSM 6799	169962.33	uncultured Desulfomonile sp. strain Loc090721-7m_bin-325	  0.9994	  0.9455	  0.8645	  0.8189	  0.6917	  0.1686	  0.6463	  0.2002	  0.9997	  0.0078
706587.4	Desulfomonile tiedjei DSM 6799	169962.35	uncultured Desulfomonile sp. strain Loc090519-8-7m_bin-0682	  0.9996	  0.9482	  0.8645	  0.8189	  0.6917	  0.2041	  0.7357	  0.2131	  0.9997	  0.0078
706587.4	Desulfomonile tiedjei DSM 6799	169962.7	uncultured Desulfomonile sp. strain Ja_bin-1169	  0.9995	  0.9459	  0.8645	  0.8189	  0.6917	  0.1760	  0.7535	  0.1959	  0.9997	  0.0078
708126.12	Jeotgalibaca dankookensis strain CL-AS1	1449336.4	Carnobacterium divergens DSM 20623	  0.9989	  0.9661	  0.8657	  0.8983	  0.7670	  0.2271	  0.7535	  0.2028	  0.9985	  0.0156
708126.12	Jeotgalibaca dankookensis strain CL-AS1	1449343.3	Carnobacterium pleistocenium FTR1	  0.9988	  0.9633	  0.9019	  0.9080	  0.7870	  0.1820	  0.7663	  0.1894	  0.9985	  0.0156
708126.12	Jeotgalibaca dankookensis strain CL-AS1	2748.73	Carnobacterium divergens LV13	  0.9989	  0.9664	  0.8657	  0.8983	  0.7670	  0.2159	  0.7535	  0.2033	  0.9986	  0.0156
708126.12	Jeotgalibaca dankookensis strain CL-AS1	708126.11	Jeotgalibaca dankookensis strain KCCM 90229	  0.2688	  0.0867	  0.0894	  0.0000	  0.0000	  0.0198	  0.0638	  0.0060	  0.1270	  0.0000
709991.3	Odoribacter splanchnicus DSM 220712	1547597.12	Sanguibacteroides justesenii strain MGYG-HGUT-01529	  0.9989	  0.9003	  0.6232	  0.8223	  0.5672	  0.1990	  0.8515	  0.2121	  0.9978	  0.0313
709991.3	Odoribacter splanchnicus DSM 220712	1898104.576	Bacteroidetes bacterium strain Lyne_18-Q3-R50-59_BAT3C.262	  0.9998	  0.9815	  0.9186	  0.9255	  0.8186	  0.2784	  0.8984	  0.1978	  0.9998	  0.1250
709991.3	Odoribacter splanchnicus DSM 220712	28118.1477	Odoribacter splanchnicus strain NCTC10826	  0.4846	  0.1581	  0.0000	  0.0000	  0.1940	  0.0454	  0.2086	  0.0092	  0.1885	  0.0039
709991.3	Odoribacter splanchnicus DSM 220712	28118.1887	Odoribacter splanchnicus strain MCC664	  0.2857	  0.1106	  0.1348	  0.0000	  0.0000	  0.0225	  0.2026	  0.0050	  0.1098	  0.0039
716544.4	Waddlia chondrophila WSU 86-1044	1353976.3	Neochlamydia sp. S13	  0.9996	  0.9718	  0.9123	  0.9441	  0.7269	  0.2534	  0.8830	  0.1669	  0.9999	  0.0313
716544.4	Waddlia chondrophila WSU 86-1044	2315858.4	Neochlamydia sp. AcF84	  0.9996	  0.9699	  0.9123	  0.9441	  0.7121	  0.2120	  0.8834	  0.1778	  0.9999	  0.0313
716544.4	Waddlia chondrophila WSU 86-1044	716544.17	Waddlia chondrophila WSU 86-1044	  0.0138	  0.0372	  0.0000	  0.0000	  0.0000	  0.0118	  0.0059	  0.0002	  0.0151	  0.0000
716544.4	Waddlia chondrophila WSU 86-1044	765953.4	Waddlia chondrophila 2032/99	  0.1717	  0.0955	  0.0000	  0.0229	  0.0000	  0.0250	  0.0267	  0.0050	  0.1142	  0.0039
717231.3	Flexistipes sinusarabici DSM 4947	2352.5	Flexistipes sinusarabici strain ARYD1	  0.9255	  0.5852	  0.3291	  0.3832	  0.3052	  0.1058	  0.3530	  0.1004	  0.9028	  0.0039
717231.3	Flexistipes sinusarabici DSM 4947	2782161.5	Deferribacteraceae bacterium V6Fe1	  0.9992	  0.9573	  0.8677	  0.9189	  0.8396	  0.1762	  0.8684	  0.2039	  0.9995	  0.0313
717231.3	Flexistipes sinusarabici DSM 4947	2880922.4	Deferribacterales bacterium Es71-Z0220	  0.9992	  0.9564	  0.8677	  0.9189	  0.8365	  0.1665	  0.8684	  0.2105	  0.9995	  0.0313
717231.3	Flexistipes sinusarabici DSM 4947	639282.3	Deferribacter desulfuricans SSM1	  0.9994	  0.9622	  0.8832	  0.9523	  0.8446	  0.1591	  0.8966	  0.2073	  0.9996	  0.0313
717773.3	Thioalkalimicrobium cyclicum ALM1	1685380.3	Thiomicrospira sp. WB1	  0.9991	  0.9453	  0.8830	  0.8542	  0.7507	  0.1529	  0.7291	  0.1986	  0.9993	  0.0078
717773.3	Thioalkalimicrobium cyclicum ALM1	2211106.3	Thiomicrorhabdus sp. HaS4	  0.9988	  0.9383	  0.8414	  0.8731	  0.7359	  0.1561	  0.7401	  0.1963	  0.9988	  0.0156
717773.3	Thioalkalimicrobium cyclicum ALM1	2675053.3	Thiomicrorhabdus sp. AkT22	  0.9987	  0.9399	  0.8225	  0.8162	  0.7689	  0.1576	  0.7517	  0.2070	  0.9983	  0.0156
717773.3	Thioalkalimicrobium cyclicum ALM1	717772.5	Thiomicrospira aerophila AL3	  0.9880	  0.6499	  0.3750	  0.4801	  0.3395	  0.0502	  0.2297	  0.1718	  0.9804	  0.0078
748449.3	Halobacteroides halobius DSM 5150	52004.4	Natroniella acetigena Z-7937	  0.9979	  0.9501	  0.8767	  0.8649	  0.7595	  0.1813	  0.8489	  0.2017	  0.9973	  0.0156
748449.3	Halobacteroides halobius DSM 5150	706427.3	Halanaerobacter jeridensis strain DSM 23230	  0.9976	  0.9445	  0.8104	  0.8900	  0.7360	  0.1626	  0.8646	  0.2041	  0.9965	  0.0156
748449.3	Halobacteroides halobius DSM 5150	926561.3	Orenia marismortui DSM 5156	  0.9979	  0.9462	  0.8354	  0.8613	  0.7844	  0.1764	  0.8944	  0.2111	  0.9970	  0.0156
748449.3	Halobacteroides halobius DSM 5150	926692.3	Halonatronum saccharophilum DSM 13868	  0.9984	  0.9535	  0.9098	  0.9253	  0.7989	  0.1686	  0.9078	  0.2084	  0.9981	  0.0156
748655.3	Thioalkalivibrio sp. ALgr1	1158176.3	Thioalkalivibrio sp. ALE22	  0.9567	  0.6726	  0.5242	  0.5124	  0.3808	  0.0427	  0.3891	  0.1340	  0.9354	  0.0078
748655.3	Thioalkalivibrio sp. ALgr1	1265497.3	Thioalkalivibrio sp. ALMg2	  0.9741	  0.7169	  0.5775	  0.5726	  0.4352	  0.0520	  0.3758	  0.1471	  0.9613	  0.0078
748655.3	Thioalkalivibrio sp. ALgr1	1266911.3	Thioalkalivibrio sp. ALRh	  0.2288	  0.0703	  0.0000	  0.0000	  0.0118	  0.0025	  0.0299	  0.0085	  0.1669	  0.0078
748655.3	Thioalkalivibrio sp. ALgr1	698828.3	Kushneria sp. X49 strain X49	  0.9994	  0.9881	  0.8939	  0.9290	  0.8922	  0.2858	  0.8908	  0.2109	  0.9993	  0.0625
749927.5	Amycolatopsis mediterranei U32	1221524.3	Amycolatopsis mediterranei RB	  0.0024	  0.0181	  0.0000	  0.0000	  0.0272	  0.0043	  0.0382	  0.0005	  0.0181	  0.0039
749927.5	Amycolatopsis mediterranei U32	1912961.3	Actinophytocola sp. 11-183	  0.9938	  0.9372	  0.8230	  0.7916	  0.6833	  0.1831	  0.6028	  0.1912	  0.9880	  0.0156
749927.5	Amycolatopsis mediterranei U32	2596893.6	Amycolatopsis sp. K81G1	  0.9914	  0.8918	  0.6602	  0.5803	  0.5680	  0.1826	  0.5213	  0.1766	  0.9793	  0.0078
749927.5	Amycolatopsis mediterranei U32	2936272.4	Crossiella sp. S99.2	  0.9945	  0.9438	  0.9139	  0.8003	  0.7065	  0.1735	  0.7049	  0.1959	  0.9889	  0.0156
756272.5	Planctomyces brasiliensis DSM 5305	2026779.219	Planctomycetaceae bacterium strain ih15	  0.9974	  0.9029	  0.7721	  0.7653	  0.6415	  0.0903	  0.5728	  0.1880	  0.9957	  0.0156
756272.5	Planctomyces brasiliensis DSM 5305	2527969.3	Planctomycetes bacterium Pan54	  0.9989	  0.9128	  0.7881	  0.7816	  0.6730	  0.1040	  0.6021	  0.2129	  0.9984	  0.0078
756272.5	Planctomyces brasiliensis DSM 5305	2898658.5	Rubinisphaera sp. JC750	  0.7101	  0.2119	  0.0000	  0.0000	  0.0382	  0.0083	  0.1451	  0.0479	  0.6354	  0.0078
756272.5	Planctomyces brasiliensis DSM 5305	2909586.7	Rubinisphaera sp. ICM_H10	  0.9977	  0.9069	  0.7904	  0.7685	  0.6489	  0.0959	  0.5728	  0.1961	  0.9964	  0.0078
759362.5	Ketogulonicigenium vulgare WSH-001	1505036.4	Halovulum dunhuangense strain RR4-56	  0.9990	  0.9761	  0.9133	  0.8689	  0.7689	  0.2633	  0.8296	  0.2051	  0.9988	  0.0313
759362.5	Ketogulonicigenium vulgare WSH-001	2690531.3	Roseobacter sp. HKCCD4356 strain not applicable	  0.9987	  0.9596	  0.8095	  0.7918	  0.6929	  0.2514	  0.7048	  0.2142	  0.9978	  0.0156
759362.5	Ketogulonicigenium vulgare WSH-001	83219.18	Sulfitobacter mediterraneus strain SC7-34	  0.9986	  0.9589	  0.8196	  0.7675	  0.6880	  0.2209	  0.6786	  0.2097	  0.9977	  0.0156
759362.5	Ketogulonicigenium vulgare WSH-001	880591.3	Ketogulonicigenium vulgare Y25	  0.0073	  0.0645	  0.0000	  0.0000	  0.0000	  0.0297	  0.0362	  0.0024	  0.0520	  0.0039
760142.3	Hippea maritima DSM 10411	1562698.3	Desulfurella amilsii strain TR1	  0.9993	  0.9728	  0.9190	  0.9295	  0.9226	  0.2020	  0.9155	  0.1821	  0.9996	  0.0156
760142.3	Hippea maritima DSM 10411	1962857.5	Desulfurella sp. KMB_Bin02	  0.9994	  0.9729	  0.9066	  0.9272	  0.9362	  0.2038	  0.9466	  0.1735	  0.9997	  0.0156
760142.3	Hippea maritima DSM 10411	2614234.4	Hippea sp. strain S013_75	  0.9975	  0.8837	  0.8050	  0.7727	  0.7795	  0.1325	  0.6705	  0.2083	  0.9979	  0.0078
760142.3	Hippea maritima DSM 10411	944481.3	Hippea sp. KM1	  0.9885	  0.7022	  0.4208	  0.5530	  0.5275	  0.0308	  0.3907	  0.1665	  0.9875	  0.0078
760192.3	Haliscomenobacter hydrossis DSM 1100	2202734.117	Saprospiraceae bacterium strain OdNE_18-Q3-R46-58_BAT3C.201	  0.9998	  0.9735	  0.8696	  0.9301	  0.7503	  0.2647	  0.8861	  0.1849	  0.9997	  0.0313
760192.3	Haliscomenobacter hydrossis DSM 1100	2202734.225	Saprospiraceae bacterium strain ACE_BAC21	  0.9995	  0.9586	  0.8837	  0.9294	  0.7185	  0.2357	  0.8324	  0.2226	  0.9992	  0.0313
760192.3	Haliscomenobacter hydrossis DSM 1100	2717303.7	Haliscomenobacter sp. strain Lyne_18-Q3-R50-59_MAXAC.221	  0.9995	  0.9452	  0.7124	  0.8973	  0.6159	  0.2153	  0.7832	  0.2268	  0.9992	  0.0078
760192.3	Haliscomenobacter hydrossis DSM 1100	2760807.87	Lewinellaceae bacterium HK-STAS-BACT-41	  0.9997	  0.9703	  0.9199	  0.9566	  0.7357	  0.2178	  0.8904	  0.2072	  0.9995	  0.0313
765952.4	Parachlamydia acanthamoebae UV-7	1444711.3	Chlamydia sp. 'Diamant'	  0.9993	  0.9522	  0.8944	  0.8870	  0.6769	  0.1206	  0.7214	  0.1784	  0.9995	  0.0156
765952.4	Parachlamydia acanthamoebae UV-7	159254.4	Parachlamydia acanthamoebae str. Hall's coccus	  0.1524	  0.0637	  0.0000	  0.0000	  0.0128	  0.0176	  0.0629	  0.0033	  0.0862	  0.0039
765952.4	Parachlamydia acanthamoebae UV-7	2795736.3	Parachlamydia sp. AcF125	  0.9934	  0.7668	  0.4491	  0.4484	  0.2889	  0.1096	  0.4666	  0.1723	  0.9830	  0.0078
765952.4	Parachlamydia acanthamoebae UV-7	362787.3	Candidatus Protochlamydia amoebophila EI2	  0.9992	  0.9576	  0.9176	  0.8941	  0.6799	  0.1659	  0.7288	  0.1955	  0.9994	  0.0156
795359.3	Thermodesulfobacterium geofontis OPF15	1295609.7	Thermodesulfobacterium geofontis strain SpSt-711	  0.9373	  0.6690	  0.6017	  0.6386	  0.4594	  0.0943	  0.6435	  0.0993	  0.9266	  0.0039
795359.3	Thermodesulfobacterium geofontis OPF15	1741.3	Thermodesulfobacterium commune strain 37_1485	  0.9974	  0.9206	  0.8662	  1.0000	  0.7950	  0.1743	  0.6825	  0.2026	  0.9980	  0.0078
795359.3	Thermodesulfobacterium geofontis OPF15	1965289.5	Thermodesulfobacterium sp. strain WD_2_bin.24	  0.9974	  0.9099	  0.8662	  0.8484	  0.7972	  0.1051	  0.6842	  0.2128	  0.9982	  0.0078
795359.3	Thermodesulfobacterium geofontis OPF15	2024963.9	Caldimicrobium sp. strain SpSt-122	  0.9973	  0.9363	  0.8963	  0.9328	  0.8247	  0.1550	  0.6537	  0.1259	  0.9986	  0.0156
796939.3	Eubacteriaceae bacterium CM2	2748177.3	Peptostreptococcaceae bacterium oral taxon 081 strain W5028	  0.5027	  0.2097	  0.0471	  0.0232	  0.0130	  0.0548	  0.0762	  0.0180	  0.3255	  0.0156
796939.3	Eubacteriaceae bacterium CM2	499177.3	Clostridium sticklandii DSM 519	  0.9993	  0.9781	  0.9025	  0.8991	  0.8204	  0.2865	  0.8961	  0.1862	  0.9994	  0.0156
796939.3	Eubacteriaceae bacterium CM2	796937.3	Eubacteriaceae bacterium ACC19a	  0.7387	  0.3454	  0.1348	  0.0679	  0.0991	  0.0619	  0.3713	  0.0484	  0.6170	  0.0000
796939.3	Eubacteriaceae bacterium CM2	796940.3	Eubacteriaceae bacterium CM5	  0.7200	  0.3137	  0.0974	  0.1001	  0.0753	  0.0511	  0.3428	  0.0447	  0.5854	  0.0000
83332.12	Mycobacterium tuberculosis H37Rv	1069220.3	Mycobacterium koreense strain KCTC 19819	  0.9948	  0.9062	  0.9165	  0.7103	  0.5467	  0.1264	  0.5232	  0.1863	  0.9914	  0.0078
83332.12	Mycobacterium tuberculosis H37Rv	1138877.3	Mycobacterium tuberculosis 7199-99	  0.0183	  0.0497	  0.0000	  0.0000	  0.0000	  0.0090	  0.0000	  0.0007	  0.0391	  0.0039
83332.12	Mycobacterium tuberculosis H37Rv	1421921.3	Mycobacterium tuberculosis TB_RSA05	  0.0271	  0.0582	  0.0453	  0.0000	  0.0254	  0.0120	  0.0000	  0.0010	  0.0472	  0.0039
83332.12	Mycobacterium tuberculosis H37Rv	1773.17443	Mycobacterium tuberculosis strain M0010125-4	  0.0159	  0.0601	  0.0000	  0.0000	  0.0931	  0.0133	  0.0013	  0.0006	  0.0469	  0.0039
857087.3	Methylomonas methanica MC09	1168169.3	Methylomonas sp. 11b	  0.9958	  0.8301	  0.6693	  0.4928	  0.4578	  0.1043	  0.5386	  0.1855	  0.9929	  0.0078
857087.3	Methylomonas methanica MC09	271065.3	Methylomicrobium alcaliphilum strain 20Z	  0.9988	  0.9323	  0.8746	  0.8223	  0.6650	  0.1458	  0.6942	  0.2002	  0.9987	  0.0156
857087.3	Methylomonas methanica MC09	2785785.3	Methylomonas sp. LL1	  0.9928	  0.7773	  0.4630	  0.4607	  0.3955	  0.0907	  0.4033	  0.1743	  0.9865	  0.0078
857087.3	Methylomonas methanica MC09	980561.3	Methylomonas lenta strain R-45370	  0.9936	  0.7855	  0.7772	  0.4589	  0.4578	  0.0810	  0.4460	  0.1758	  0.9914	  0.0078
85962.8	Helicobacter pylori 26695	1111674.3	Helicobacter pylori P79	  0.0166	  0.0902	  0.0000	  0.0000	  0.8752	  0.0195	  0.1916	  0.0006	  0.0746	  0.0039
85962.8	Helicobacter pylori 26695	1159021.3	Helicobacter pylori GAM103Bi	  0.7825	  0.3725	  0.1813	  0.4327	  0.1684	  0.0108	  0.3399	  0.0599	  0.7343	  0.0039
85962.8	Helicobacter pylori 26695	210.6935	Helicobacter pylori strain S108A3	  0.7059	  0.3177	  0.1283	  0.3451	  0.1212	  0.0173	  0.2849	  0.0471	  0.6536	  0.0039
85962.8	Helicobacter pylori 26695	679897.3	Helicobacter mustelae 12198	  0.9988	  0.9570	  0.9103	  0.9806	  0.8411	  0.1248	  0.7786	  0.1673	  0.9994	  0.0078
861532.3	Ammoniphilus resinae strain DSM 24738	130049.10	Paenibacillus dendritiformis strain J27TS7	  0.9998	  0.9738	  0.8746	  0.8530	  0.6969	  0.2682	  0.8442	  0.1522	  0.9998	  0.0156
861532.3	Ammoniphilus resinae strain DSM 24738	1349794.4	Paenibacillus thiaminolyticus NBRC 15656	  0.9998	  0.9745	  0.8746	  0.8466	  0.7047	  0.2686	  0.8429	  0.1592	  0.9998	  0.0156
861532.3	Ammoniphilus resinae strain DSM 24738	2163881.4	Paenibacillus sp. JC52	  0.9997	  0.9697	  0.9057	  0.8290	  0.7317	  0.2830	  0.8458	  0.1913	  0.9996	  0.0156
861532.3	Ammoniphilus resinae strain DSM 24738	49283.24	Paenibacillus thiaminolyticus ena-SAMPLE-TAB-03-06-2022-11:19:07:959-6671	  0.9998	  0.9740	  0.8746	  0.8466	  0.7047	  0.2594	  0.8548	  0.1642	  0.9998	  0.0156
862908.3	Bacteriovorax marinus SJ	2109558.3	Halobacteriovorax sp. BALOs_7	  0.9987	  0.9449	  0.8450	  0.8988	  0.7409	  0.1576	  0.8095	  0.2017	  0.9977	  0.0078
862908.3	Bacteriovorax marinus SJ	2234000.3	Halobacteriovorax sp. HLS	  0.9968	  0.8523	  0.6550	  0.7054	  0.4375	  0.0871	  0.4468	  0.1969	  0.9931	  0.0078
862908.3	Bacteriovorax marinus SJ	252967.3	Spirochaeta perfilievii strain P	  0.9999	  0.9979	  0.8990	  0.9914	  0.9715	  0.4741	  0.9802	  0.1957	  0.9999	  0.2500
862908.3	Bacteriovorax marinus SJ	97084.5	Halobacteriovorax marinus strain BE01	  0.4592	  0.1256	  0.0000	  0.0661	  0.0000	  0.0120	  0.0243	  0.0182	  0.3393	  0.0039
865861.6	Clostridium ultunense DSM 10521	1278232.3	Keratinibaculum paraultunense strain DSM 26752	  0.9943	  0.9124	  0.7712	  0.8069	  0.6481	  0.2065	  0.6930	  0.1837	  0.9943	  0.0156
865861.6	Clostridium ultunense DSM 10521	2507161.3	Sporanaerobacter sp. NJN-17	  0.9989	  0.9620	  0.9046	  0.8930	  0.7166	  0.2510	  0.8499	  0.1862	  0.9992	  0.0156
